record_type,record_id,textbook_id,lesson_key,word,pinyin,pattern,expression,meaning_en_source,meaning_vi,meaning_vi_status
grammar,boya-elementary-i:lesson-20:audit-grammar-006,boya-elementary-i,boya-elementary-i:lesson-20,,,还+能,,,还加 能 nói vẫn còn khả năng làm việc gì.,translated_subagent_draft
grammar,boya-elementary-i:lesson-20:audit-grammar-007,boya-elementary-i,boya-elementary-i:lesson-20,,,最好+V,,,最好加 động từ dùng để khuyên lựa chọn tốt nhất.,translated_subagent_draft
grammar,boya-elementary-i:lesson-20:audit-grammar-008,boya-elementary-i,boya-elementary-i:lesson-20,,,跟+人+一起+V,,,跟加 người加一起加 động từ diễn tả cùng ai làm một việc.,translated_subagent_draft
grammar,boya-elementary-i:lesson-20:audit-grammar-009,boya-elementary-i,boya-elementary-i:lesson-20,,,连动句,,,Câu liên động dùng nhiều động từ nối tiếp để biểu thị các bước hay mục đích của một hành động.,translated_subagent_draft
grammar,boya-elementary-i:lesson-20:audit-grammar-010,boya-elementary-i,boya-elementary-i:lesson-20,,,了,,,了 báo hoàn thành hoặc thay đổi; chọn vị trí theo nghĩa của câu.,translated_subagent_draft
grammar,boya-elementary-i:lesson-21:audit-grammar-001,boya-elementary-i,boya-elementary-i:lesson-21,,,每+量词+名词,,,每加 lượng từ加 danh từ chỉ mỗi đơn vị hay mỗi lần của một nhóm.,translated_subagent_draft
grammar,boya-elementary-i:lesson-21:audit-grammar-002,boya-elementary-i,boya-elementary-i:lesson-21,,,要+V,,,要加 động từ diễn tả dự định cần hoặc sắp làm.,translated_subagent_draft
grammar,boya-elementary-i:lesson-21:audit-grammar-003,boya-elementary-i,boya-elementary-i:lesson-21,,,多长时间,,,Dùng 多长时间 để hỏi việc gì kéo dài trong bao lâu.,translated_subagent_draft
grammar,boya-elementary-i:lesson-21:audit-grammar-004,boya-elementary-i,boya-elementary-i:lesson-21,,,这么+形容词,,,这么 đứng trước tính từ để nhấn mạnh mức độ như thế này hoặc quá như vậy.,translated_subagent_draft
grammar,boya-elementary-i:lesson-21:audit-grammar-005,boya-elementary-i,boya-elementary-i:lesson-21,,,对……来说,,,对…来说 nêu góc nhìn: đối với người hay phương diện nào đó.,translated_subagent_draft
grammar,boya-elementary-i:lesson-21:audit-grammar-006,boya-elementary-i,boya-elementary-i:lesson-21,,,一定+形容词,,,一定 đứng trước tính từ để khẳng định mức độ hay nhận định rất chắc chắn.,translated_subagent_draft
grammar,boya-elementary-i:lesson-21:audit-grammar-007,boya-elementary-i,boya-elementary-i:lesson-21,,,怎么办,,,怎么办 dùng để hỏi nên xử lý một tình huống thế nào.,translated_subagent_draft
grammar,boya-elementary-i:lesson-21:audit-grammar-008,boya-elementary-i,boya-elementary-i:lesson-21,,,因为……所以……,,,因为…所以… nối nguyên nhân với kết quả.,translated_subagent_draft
grammar,boya-elementary-i:lesson-21:audit-grammar-009,boya-elementary-i,boya-elementary-i:lesson-21,,,提前+时量,,,提前 cộng thời lượng nghĩa là làm sớm hơn thời điểm dự kiến từng ấy thời gian.,translated_subagent_draft
grammar,boya-elementary-i:lesson-21:audit-grammar-010,boya-elementary-i,boya-elementary-i:lesson-21,,,就,,,就 nhấn mạnh kết quả xảy ra sớm nhanh hoặc ngay sau điều kiện.,translated_subagent_draft
grammar,boya-elementary-i:lesson-21:audit-grammar-011,boya-elementary-i,boya-elementary-i:lesson-21,,,还是,,,还是 dùng để nêu lựa chọn còn lại hoặc đề nghị lựa chọn phù hợp hơn.,translated_subagent_draft
grammar,boya-elementary-i:lesson-21:audit-grammar-012,boya-elementary-i,boya-elementary-i:lesson-21,,,了,,,了 cho biết hành động đã xong hoặc tình trạng đã đổi.,translated_subagent_draft
grammar,boya-elementary-i:lesson-22:audit-grammar-001,boya-elementary-i,boya-elementary-i:lesson-22,,,V了+O（下了课）,,,Động từ cộng 了 rồi đến tân ngữ cho biết việc với tân ngữ đó đã hoàn thành.,translated_subagent_draft
grammar,boya-elementary-i:lesson-22:audit-grammar-002,boya-elementary-i,boya-elementary-i:lesson-22,,,别+V,,,别 đứng trước động từ để bảo người khác đừng làm.,translated_subagent_draft
grammar,boya-elementary-i:lesson-22:audit-grammar-003,boya-elementary-i,boya-elementary-i:lesson-22,,,什么+名词反问,,,什么加 danh từ trong câu phản vấn bày tỏ phủ định mạnh hay trách móc.,translated_subagent_draft
grammar,boya-elementary-i:lesson-22:audit-grammar-004,boya-elementary-i,boya-elementary-i:lesson-22,,,快+V+了／V死了,,,快加 động từ加了 nói việc sắp xảy ra; động từ cộng 死了 có thể nhấn mạnh mức độ cực độ.,translated_subagent_draft
grammar,boya-elementary-i:lesson-22:audit-grammar-005,boya-elementary-i,boya-elementary-i:lesson-22,,,V了……就……,,,Động từ cộng 了…就… cho biết làm xong việc trước thì lập tức làm hoặc có kết quả sau.,translated_subagent_draft
grammar,boya-elementary-i:lesson-22:audit-grammar-006,boya-elementary-i,boya-elementary-i:lesson-22,,,哪儿有……反问,,,哪儿有… là câu phản vấn để nhấn mạnh thực ra không có điều đó.,translated_subagent_draft
grammar,boya-elementary-i:lesson-22:audit-grammar-007,boya-elementary-i,boya-elementary-i:lesson-22,,,这么+形容词,,,这么 cộng tính từ nhấn mạnh mức độ như thế này hoặc quá như vậy.,translated_subagent_draft
grammar,boya-elementary-i:lesson-22:audit-grammar-008,boya-elementary-i,boya-elementary-i:lesson-22,,,……以前,,,…以前 đặt sau hành động hay thời gian để nói trước khi việc đó xảy ra.,translated_subagent_draft
grammar,boya-elementary-i:lesson-22:audit-grammar-009,boya-elementary-i,boya-elementary-i:lesson-22,,,吧／呀句末语气,,,吧 và 呀 ở cuối câu làm giọng nói mềm hơn; dùng cho đề nghị cảm thán hoặc thúc giục tùy ngữ cảnh.,translated_subagent_draft
grammar,boya-elementary-i:lesson-23:audit-grammar-001,boya-elementary-i,boya-elementary-i:lesson-23,,,快要+V+了,,,快要加 động từ加了 diễn tả một việc sắp xảy ra.,translated_subagent_draft
grammar,boya-elementary-i:lesson-23:audit-grammar-002,boya-elementary-i,boya-elementary-i:lesson-23,,,得+V（必须）,,,得加 động từ nhấn mạnh nghĩa bắt buộc phải làm.,translated_subagent_draft
grammar,boya-elementary-i:lesson-23:audit-grammar-003,boya-elementary-i,boya-elementary-i:lesson-23,,,对+对象+感兴趣,,,对加 đối tượng加感兴趣 nghĩa là quan tâm hoặc hứng thú với người hay việc gì.,translated_subagent_draft
grammar,boya-elementary-i:lesson-23:audit-grammar-004,boya-elementary-i,boya-elementary-i:lesson-23,,,打算+V,,,打算加 động từ dùng để nói kế hoạch hay dự định.,translated_subagent_draft
grammar,boya-elementary-i:lesson-23:audit-grammar-005,boya-elementary-i,boya-elementary-i:lesson-23,,,时量+待,,,Thời lượng đặt trước 待 cho biết ở lại một nơi trong bao lâu.,translated_subagent_draft
grammar,boya-elementary-i:lesson-23:audit-grammar-006,boya-elementary-i,boya-elementary-i:lesson-23,,,形容词+极了,,,Tính từ cộng 极了 nhấn mạnh mức độ rất cao.,translated_subagent_draft
grammar,boya-elementary-i:lesson-23:audit-grammar-007,boya-elementary-i,boya-elementary-i:lesson-23,,,还没+V,,,还没加 động từ nghĩa là vẫn chưa làm hoặc việc đó chưa xảy ra.,translated_subagent_draft
grammar,boya-elementary-i:lesson-23:audit-grammar-008,boya-elementary-i,boya-elementary-i:lesson-23,,,可能……也可能……,,,可能…也可能… nêu hai khả năng đều có thể xảy ra.,translated_subagent_draft
grammar,boya-elementary-i:lesson-24:audit-grammar-001,boya-elementary-i,boya-elementary-i:lesson-24,,,V+得+形容词,,,Động từ加得加 tính từ đánh giá mức độ hay kết quả thực hiện hành động.,translated_subagent_draft
grammar,boya-elementary-i:lesson-24:audit-grammar-002,boya-elementary-i,boya-elementary-i:lesson-24,,,V+得怎么样,,,Dùng động từ加得怎么样 để hỏi mức độ hay chất lượng thực hiện.,translated_subagent_draft
grammar,boya-elementary-i:lesson-24:audit-grammar-003,boya-elementary-i,boya-elementary-i:lesson-24,,,的名词化+都,,,的 biến cụm bổ nghĩa thành danh từ; 都 nói mọi người hoặc mọi thứ thuộc nhóm đó.,translated_subagent_draft
grammar,boya-elementary-i:lesson-24:audit-grammar-004,boya-elementary-i,boya-elementary-i:lesson-24,,,到结果补语（回到）,,,到 sau động từ làm bổ ngữ kết quả và nói đã đạt đến nơi hay trạng thái đích.,translated_subagent_draft
grammar,boya-elementary-i:lesson-24:audit-grammar-005,boya-elementary-i,boya-elementary-i:lesson-24,,,都……了,,,都…了 nhấn mạnh tất cả đã hoàn thành hoặc tình trạng đã thay đổi.,translated_subagent_draft
grammar,boya-elementary-i:lesson-24:audit-grammar-006,boya-elementary-i,boya-elementary-i:lesson-24,,,不+V条件省略,,,不加 động từ có thể lược vế điều kiện khi ngữ cảnh đã rõ; ý là nếu không làm thì…,translated_subagent_draft
grammar,boya-elementary-i:lesson-24:audit-grammar-007,boya-elementary-i,boya-elementary-i:lesson-24,,,真／挺+形容词,,,真 và 挺 đứng trước tính từ để nhấn mạnh mức độ; 挺 thường dùng trong khẩu ngữ.,translated_subagent_draft
grammar,boya-elementary-i:lesson-24:audit-grammar-008,boya-elementary-i,boya-elementary-i:lesson-24,,,帮+人+V,,,帮加 người加 động từ nghĩa là giúp ai làm việc gì.,translated_subagent_draft
grammar,boya-elementary-i:lesson-25:audit-grammar-001,boya-elementary-i,boya-elementary-i:lesson-25,,,结果补语好／干净／清楚,,,好 干净 清楚 sau động từ là bổ ngữ kết quả; cho biết việc đã làm xong với kết quả đó.,translated_subagent_draft
grammar,boya-elementary-i:lesson-25:audit-grammar-002,boya-elementary-i,boya-elementary-i:lesson-25,,,吗问句,,,吗 ở cuối câu tạo câu hỏi có hoặc không.,translated_subagent_draft
grammar,boya-elementary-i:lesson-25:audit-grammar-003,boya-elementary-i,boya-elementary-i:lesson-25,,,什么列举（杯子、碗什么）,,,什么 đặt sau vài ví dụ danh từ để nói và những thứ tương tự.,translated_subagent_draft
grammar,boya-elementary-i:lesson-25:audit-grammar-004,boya-elementary-i,boya-elementary-i:lesson-25,,,都,,,都 đứng trước vị ngữ để bao quát toàn bộ người hay vật đã nói đến.,translated_subagent_draft
grammar,boya-elementary-i:lesson-25:audit-grammar-005,boya-elementary-i,boya-elementary-i:lesson-25,,,会+V,,,会 trước động từ nói biết làm hoặc khả năng có thể xảy ra.,translated_subagent_draft
grammar,boya-elementary-i:lesson-25:audit-grammar-006,boya-elementary-i,boya-elementary-i:lesson-25,,,好几个+名词,,,好几个 cộng danh từ nghĩa là khá nhiều hơn hai hoặc ba nhưng không nêu số chính xác.,translated_subagent_draft
grammar,boya-elementary-i:lesson-25:audit-grammar-007,boya-elementary-i,boya-elementary-i:lesson-25,,,V得更+形容词,,,Động từ加得更加 tính từ so sánh kết quả thực hiện với mức cao hơn.,translated_subagent_draft
grammar,boya-elementary-i:lesson-25:audit-grammar-008,boya-elementary-i,boya-elementary-i:lesson-25,,,该+V+了,,,该加 động từ加了 nghĩa là đã đến lúc nên hoặc phải làm việc đó.,translated_subagent_draft
grammar,boya-elementary-i:lesson-25:audit-grammar-009,boya-elementary-i,boya-elementary-i:lesson-25,,,为+对象+V,,,为加 đối tượng加 động từ diễn tả làm điều gì vì hoặc cho ai.,translated_subagent_draft
grammar,boya-elementary-i:lesson-25:audit-grammar-010,boya-elementary-i,boya-elementary-i:lesson-25,,,也+没+V,,,也加没加 động từ nghĩa là cũng chưa hoặc cũng không hề làm.,translated_subagent_draft
grammar,boya-elementary-i:lesson-25:audit-grammar-011,boya-elementary-i,boya-elementary-i:lesson-25,,,时量,,,Từ chỉ thời lượng cho biết hành động hoặc trạng thái kéo dài bao lâu.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-01:audit-grammar-001,boya-elementary-ii,boya-elementary-ii:lesson-01,,,想／要+V,,,想加 động từ nói mong muốn; 要加 động từ nói muốn cần hoặc dự định làm.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-01:audit-grammar-002,boya-elementary-ii,boya-elementary-ii:lesson-01,,,订+数量+机票,,,订加 số lượng加机票 dùng để đặt số vé máy bay cần mua.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-01:audit-grammar-003,boya-elementary-ii,boya-elementary-ii:lesson-01,,,从……到……,,,Từ…到… chỉ điểm xuất phát và điểm đến hoặc khoảng thời gian.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-01:audit-grammar-004,boya-elementary-ii,boya-elementary-ii:lesson-01,,,A还是B选择问,,,Dùng A还是B để hỏi người nghe chọn một trong hai phương án.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-01:audit-grammar-005,boya-elementary-ii,boya-elementary-ii:lesson-01,,,……可以吗？,,,…可以吗 dùng để xin phép hay hỏi một việc có được không.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-01:audit-grammar-006,boya-elementary-ii,boya-elementary-ii:lesson-01,,,需要+N／V,,,需要 cộng danh từ hoặc động từ diễn tả cần một vật hoặc cần làm việc gì.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-01:audit-grammar-007,boya-elementary-ii,boya-elementary-ii:lesson-01,,,一直+状态,,,一直 đứng trước trạng thái hay động từ để nói việc kéo dài liên tục.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-01:audit-grammar-008,boya-elementary-ii,boya-elementary-ii:lesson-01,,,会不会+V,,,会不会加 động từ dùng để hỏi có biết làm hoặc liệu có xảy ra không.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-01:audit-grammar-009,boya-elementary-ii,boya-elementary-ii:lesson-01,,,是否+V,,,是否 đứng trước động từ dùng trong văn phong trang trọng để hỏi có hay không.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-01:audit-grammar-010,boya-elementary-ii,boya-elementary-ii:lesson-01,,,打八折／打折,,,打折 nghĩa là giảm giá; 打八折 nghĩa là trả 80 phần trăm giá gốc.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-01:audit-grammar-011,boya-elementary-ii,boya-elementary-ii:lesson-01,,,几点起飞／到达,,,Dùng 几点起飞 hoặc 到达 để hỏi giờ máy bay cất cánh hay đến nơi.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-01:audit-grammar-012,boya-elementary-ii,boya-elementary-ii:lesson-01,,,正点／晚点,,,正点 nghĩa là đúng giờ; 晚点 nghĩa là bị trễ giờ.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-02:audit-grammar-001,boya-elementary-ii,boya-elementary-ii:lesson-02,,,有+N+出租，是吗？,,,Cấu trúc 有加 danh từ加出租 dùng để nói có thứ gì cho thuê; 是吗 dùng để xác nhận.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-02:audit-grammar-002,boya-elementary-ii,boya-elementary-ii:lesson-02,,,离+地点+近／远,,,离 đứng trước địa điểm rồi dùng 近 hoặc 远 để nói khoảng cách giữa các nơi.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-02:audit-grammar-003,boya-elementary-ii,boya-elementary-ii:lesson-02,,,A不A（远不远）,,,Dạng A不A lặp tính từ để hỏi có đặc điểm đó hay không.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-02:audit-grammar-004,boya-elementary-ii,boya-elementary-ii:lesson-02,,,A比B+形容词,,,A比B加 tính từ dùng để so sánh A hơn B về một đặc điểm.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-02:audit-grammar-005,boya-elementary-ii,boya-elementary-ii:lesson-02,,,A和B比……多了,,,A和B比…多了 dùng để nói A khác B rất nhiều về mức độ nào đó.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-02:audit-grammar-006,boya-elementary-ii,boya-elementary-ii:lesson-02,,,方位词：里、周围、附近,,,里 周围 附近 là từ chỉ vị trí: bên trong xung quanh và gần đó.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-02:audit-grammar-007,boya-elementary-ii,boya-elementary-ii:lesson-02,,,可以+V（看房）,,,可以加 động từ dùng để xin phép hoặc nói có thể làm một việc như xem nhà.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-02:audit-grammar-008,boya-elementary-ii,boya-elementary-ii:lesson-02,,,如果……（条件）,,,如果 mở đầu điều kiện; vế sau nói kết quả hay việc sẽ làm.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-02:audit-grammar-009,boya-elementary-ii,boya-elementary-ii:lesson-02,,,对+对象+满意,,,对加 đối tượng加满意 nghĩa là hài lòng với người hoặc sự việc nào đó.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-02:audit-grammar-010,boya-elementary-ii,boya-elementary-ii:lesson-02,,,和+人+一起+V,,,和加 người加一起加 động từ nói cùng ai làm một việc.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-02:audit-grammar-011,boya-elementary-ii,boya-elementary-ii:lesson-02,,,每个月+金额,,,每个月加 số tiền dùng để nói chi phí hoặc tiền phải trả mỗi tháng.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-03:audit-grammar-001,boya-elementary-ii,boya-elementary-ii:lesson-03,,,V了（丢了）,,,了 sau động từ cho biết hành động đã xảy ra hoặc hoàn thành như làm mất đồ.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-03:audit-grammar-002,boya-elementary-ii,boya-elementary-ii:lesson-03,,,好像+小句,,,好像 cộng mệnh đề diễn tả suy đoán dựa vào dấu hiệu nhưng chưa chắc.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-03:audit-grammar-003,boya-elementary-ii,boya-elementary-ii:lesson-03,,,可能+小句,,,可能 cộng mệnh đề diễn tả một khả năng có thể đúng.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-03:audit-grammar-004,boya-elementary-ii,boya-elementary-ii:lesson-03,,,在+地点+V,,,在加 địa điểm加 động từ cho biết hành động diễn ra ở đâu.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-03:audit-grammar-005,boya-elementary-ii,boya-elementary-ii:lesson-03,,,V的时候,,,Động từ加的时候 nghĩa là vào lúc làm việc đó và dùng để nêu thời điểm.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-03:audit-grammar-006,boya-elementary-ii,boya-elementary-ii:lesson-03,,,穿着+衣物（着状态）,,,着 sau động từ diễn tả trạng thái đang duy trì như đang mặc một bộ đồ.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-03:audit-grammar-007,boya-elementary-ii,boya-elementary-ii:lesson-03,,,里面有+数量／物品,,,里面有加 số lượng hoặc đồ vật dùng để nói bên trong có gì.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-03:audit-grammar-008,boya-elementary-ii,boya-elementary-ii:lesson-03,,,左右约数,,,左右 đứng sau số lượng để nói con số xấp xỉ.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-03:audit-grammar-009,boya-elementary-ii,boya-elementary-ii:lesson-03,,,先+V+找找,,,先加 động từ lặp nhẹ như 找找 dùng để nói hãy làm trước hoặc thử tìm xem.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-03:audit-grammar-010,boya-elementary-ii,boya-elementary-ii:lesson-03,,,怎么和……联系,,,怎么和…联系 dùng để hỏi cách liên lạc với một người hay đơn vị.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-03:audit-grammar-011,boya-elementary-ii,boya-elementary-ii:lesson-03,,,可以+V,,,可以加 động từ diễn tả sự cho phép hoặc khả năng.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-04:audit-grammar-001,boya-elementary-ii,boya-elementary-ii:lesson-04,,,在+地点+生活,,,在加 địa điểm加生活 diễn tả sống tại một nơi.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-04:audit-grammar-002,boya-elementary-ii,boya-elementary-ii:lesson-04,,,A没有B那么+形容词,,,A没有B那么加 tính từ dùng để nói A không bằng B về mức độ đó.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-04:audit-grammar-003,boya-elementary-ii,boya-elementary-ii:lesson-04,,,A和B一样,,,A和B一样 nghĩa là A và B giống nhau về đặc điểm hay tình trạng đã nêu.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-04:audit-grammar-004,boya-elementary-ii,boya-elementary-ii:lesson-04,,,像……一样,,,像…一样 dùng để so sánh A giống B về một đặc điểm.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-04:audit-grammar-005,boya-elementary-ii,boya-elementary-ii:lesson-04,,,有的……有的……,,,有的…有的… chia người hay vật thành các nhóm có hành động hoặc đặc điểm khác nhau.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-04:audit-grammar-006,boya-elementary-ii,boya-elementary-ii:lesson-04,,,一……就……,,,一…就… diễn tả vừa có việc thứ nhất thì việc thứ hai xảy ra ngay.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-04:audit-grammar-007,boya-elementary-ii,boya-elementary-ii:lesson-04,,,一年比一年……,,,一年比一年… diễn tả sự thay đổi tăng hay giảm dần qua từng năm.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-04:audit-grammar-008,boya-elementary-ii,boya-elementary-ii:lesson-04,,,比较+形容词,,,比较 đứng trước tính từ để nói mức độ tương đối khá.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-04:audit-grammar-009,boya-elementary-ii,boya-elementary-ii:lesson-04,,,就+动词（强调）,,,就 đứng trước động từ để nhấn mạnh chính hành động đó hoặc sự việc diễn ra sớm.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-05:audit-grammar-001,boya-elementary-ii,boya-elementary-ii:lesson-05,,,可以／想+V,,,可以 dùng để xin phép hay nói có thể; 想加 động từ nói muốn làm.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-05:audit-grammar-002,boya-elementary-ii,boya-elementary-ii:lesson-05,,,一起+V,,,一起 đứng trước động từ để rủ hoặc nói cùng làm việc gì.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-05:audit-grammar-003,boya-elementary-ii,boya-elementary-ii:lesson-05,,,又……又……,,,又…又… nối hai tính chất hoặc hành động cùng tồn tại.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-05:audit-grammar-004,boya-elementary-ii,boya-elementary-ii:lesson-05,,,A比B+形容词,,,A比B加 tính từ dùng để nói A hơn B.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-05:audit-grammar-005,boya-elementary-ii,boya-elementary-ii:lesson-05,,,A没有B这么+形容词,,,A没有B这么加 tính từ dùng để nói A không đạt mức độ như B.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-05:audit-grammar-006,boya-elementary-ii,boya-elementary-ii:lesson-05,,,点儿+N／有点儿,,,点儿 đi với danh từ chỉ một ít; 有点儿 đứng trước tính từ thường chỉ hơi và có sắc thái chưa hài lòng.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-05:audit-grammar-007,boya-elementary-ii,boya-elementary-ii:lesson-05,,,还要／再来+N,,,还要 hoặc 再来加 danh từ dùng khi muốn gọi thêm món hay xin thêm đồ.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-05:audit-grammar-008,boya-elementary-ii,boya-elementary-ii:lesson-05,,,最主要的是……,,,最主要的是… dùng để nêu lý do hoặc điểm quan trọng nhất.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-05:audit-grammar-009,boya-elementary-ii,boya-elementary-ii:lesson-05,,,对+对象+满意,,,对加 đối tượng加满意 nghĩa là hài lòng với ai hoặc điều gì.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-05:audit-grammar-010,boya-elementary-ii,boya-elementary-ii:lesson-05,,,都,,,都 đứng trước vị ngữ để nói tất cả trong phạm vi đều giống nhau.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-05:audit-grammar-011,boya-elementary-ii,boya-elementary-ii:lesson-05,,,给+人+物／打包,,,给加 người加 vật dùng để đưa cho ai; 给加人加打包 là gói mang về cho ai.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-06:audit-grammar-001,boya-elementary-ii,boya-elementary-ii:lesson-06,,,不但……而且……,,,不但…而且… nối hai thông tin cùng đúng; vế sau thường bổ sung ý mạnh hơn.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-06:audit-grammar-002,boya-elementary-ii,boya-elementary-ii:lesson-06,,,在……上写上……,,,在…上写上… nghĩa là viết hoặc ghi thêm nội dung lên một bề mặt hay tài liệu.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-06:audit-grammar-003,boya-elementary-ii,boya-elementary-ii:lesson-06,,,为了……,,,为了… dùng để nêu mục đích hoặc lý do làm việc phía sau.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-06:audit-grammar-004,boya-elementary-ii,boya-elementary-ii:lesson-06,,,……就行了,,,…就行了 nghĩa là chỉ cần như vậy là đủ hoặc được rồi.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-06:audit-grammar-005,boya-elementary-ii,boya-elementary-ii:lesson-06,,,V着／喝着茶写字,,,着 sau động từ cho biết một hành động hay trạng thái đang song song với hành động khác.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-06:audit-grammar-006,boya-elementary-ii,boya-elementary-ii:lesson-06,,,希望+V,,,希望加 động từ diễn tả hy vọng một việc sẽ xảy ra.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-06:audit-grammar-007,boya-elementary-ii,boya-elementary-ii:lesson-06,,,带上+N,,,带上加 danh từ nghĩa là mang theo một đồ vật khi đi.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-06:audit-grammar-008,boya-elementary-ii,boya-elementary-ii:lesson-06,,,可以+V,,,可以加 động từ dùng để nói được phép hoặc có thể làm.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-06:audit-grammar-009,boya-elementary-ii,boya-elementary-ii:lesson-06,,,报名参加+活动,,,报名参加加 hoạt động nghĩa là đăng ký tham gia một hoạt động.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-06:audit-grammar-010,boya-elementary-ii,boya-elementary-ii:lesson-06,,,欢迎+人+参加,,,欢迎加 người加参加 dùng để chào đón hay mời ai tham gia.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-07:audit-grammar-001,boya-elementary-ii,boya-elementary-ii:lesson-07,,,离……不远,,,离…不远 nghĩa là cách một nơi không xa.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-07:audit-grammar-002,boya-elementary-ii,boya-elementary-ii:lesson-07,,,重叠形容词+的（胖胖的等）,,,Tính từ lặp rồi thêm 的 tạo cách miêu tả sinh động và mềm hơn như 胖胖的.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-07:audit-grammar-003,boya-elementary-ii,boya-elementary-ii:lesson-07,,,又……又……,,,又…又… dùng để nêu hai đặc điểm hay hai hành động cùng có.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-07:audit-grammar-004,boya-elementary-ii,boya-elementary-ii:lesson-07,,,再说,,,再说 dùng để thêm một lý do nữa hoặc nói tiếp một ý.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-07:audit-grammar-005,boya-elementary-ii,boya-elementary-ii:lesson-07,,,虽然……但是……,,,虽然…但是… nêu sự trái ngược: dù vế đầu đúng nhưng kết quả vế sau vẫn xảy ra.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-07:audit-grammar-006,boya-elementary-ii,boya-elementary-ii:lesson-07,,,比字句,,,Câu 比 dùng để so sánh hai đối tượng về cùng một đặc điểm.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-07:audit-grammar-007,boya-elementary-ii,boya-elementary-ii:lesson-07,,,V得+状态（挤得满满）,,,Động từ加得加 trạng thái diễn tả kết quả mạnh đến mức tạo ra trạng thái đó.,translated_subagent_draft
grammar,boya-elementary-ii:lesson-07:audit-grammar-008,boya-elementary-ii,boya-elementary-ii:lesson-07,,,一直+V,,,一直加 động từ diễn tả làm liên tục không ngắt quãng.,translated_subagent_draft
