vocabulary_key,textbook_id,volume,word,pinyin,part_of_speech,meaning_en_source,meaning_vi,meaning_vi_status,repeated_mark,lesson_numbers,lesson_titles,source_printed_pages,source_appendix_pdf_pages,source_section,source_status,source_notes
boya-elementary-ii:书包:shubao,boya-elementary-ii,初级起步篇 II,书包,shubao,名,schoolbag,cặp sách,translated_subagent_draft,,1;3,订一张机票;我丢了一个钱包,3,193,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:热情:reqing,boya-elementary-ii,初级起步篇 II,热情,reqing,形,enthusiastic,nhiệt tình,translated_subagent_draft,,1;5,订一张机票;在饭馆儿点菜,5,193,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:舒服:shufu,boya-elementary-ii,初级起步篇 II,舒服,shufu,形,to feel well; comfortable,dễ chịu; thoải mái,translated_subagent_draft,,2;15,您有房子出租，是吗;我喜欢的咖啡厅,15,193,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:认真:renzhen,boya-elementary-ii,初级起步篇 II,认真,renzhen,形,serious; earnest,nghiêm túc; chăm chỉ,translated_subagent_draft,,2;13,您有房子出租，是吗;我叫“不紧张”,13,193,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:输:shu,boya-elementary-ii,初级起步篇 II,输,shu,动,to lose; to be beaten,thua,translated_subagent_draft,,1;8,订一张机票;一场篮球比赛,8,193,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:日出:richi,boya-elementary-ii,初级起步篇 II,日出,richi,名,sunrise,bình minh; mặt trời mọc,translated_subagent_draft,,2;17,您有房子出租，是吗;我的假期,17,193,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:熟悉:shuxi,boya-elementary-ii,初级起步篇 II,熟悉,shuxi,形,familiar,quen thuộc,translated_subagent_draft,,2;16,您有房子出租，是吗;母校聚会,16,193,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:日子:rizi,boya-elementary-ii,初级起步篇 II,日子,rizi,名,day,ngày tháng; cuộc sống,translated_subagent_draft,,2;16,您有房子出租，是吗;母校聚会,16,193,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:树:shu,boya-elementary-ii,初级起步篇 II,树,shu,名,tree,cây,translated_subagent_draft,,2;12,您有房子出租，是吗;搬进学校的宿舍,12,193,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:如果:riguo,boya-elementary-ii,初级起步篇 II,如果,riguo,连,if,nếu,translated_subagent_draft,,2;15,您有房子出租，是吗;我喜欢的咖啡厅,15,193,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:数学:shuxue,boya-elementary-ii,初级起步篇 II,数学,shuxue,名,mathematics,toán học,translated_subagent_draft,,1;8,订一张机票;一场篮球比赛,8,193,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:刷卡:shuaka,boya-elementary-ii,初级起步篇 II,刷卡,shua ka,,to swipe the card,quẹt thẻ,translated_subagent_draft,,1;9,订一张机票;糟糕的一天,9,193,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:摔:shuai,boya-elementary-ii,初级起步篇 II,摔,shuai,动,to fall; to tumble,ngã; làm rơi,translated_subagent_draft,,1;9;18,订一张机票;糟糕的一天;去打工,9,193,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:散步:sanbu,boya-elementary-ii,初级起步篇 II,散步,san bu,,to go for a walk,đi dạo,translated_subagent_draft,,2;12,您有房子出租，是吗;搬进学校的宿舍,12,193,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:帅:shudi,boya-elementary-ii,初级起步篇 II,帅,shudi,,,đẹp trai,translated_subagent_draft,,2,您有房子出租，是吗,18,193,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:扫:sdo,boya-elementary-ii,初级起步篇 II,扫,sdo,动,to scan,quét; quét mã,translated_subagent_draft,,2;15,您有房子出租，是吗;我喜欢的咖啡厅,15,193,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:水饺:shurjidio,boya-elementary-ii,初级起步篇 II,水饺,shurjidio,名,dumpling （with meat and vegetable stuffing）,sủi cảo,translated_subagent_draft,,1;10,订一张机票;你的旅行怎么样,10,193,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:完美:wanmei,boya-elementary-ii,初级起步篇 II,完美,wanmei,形,perfect; wonderful,hoàn hảo,translated_subagent_draft,,2;17,您有房子出租，是吗;我的假期,17,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:小时候:xidoshihou,boya-elementary-ii,初级起步篇 II,小时候,xidoshihou,名,in one's childhood,lúc nhỏ; hồi bé,translated_subagent_draft,,2;14,您有房子出租，是吗;实现理想,14,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:外面:waimian,boya-elementary-ii,初级起步篇 II,外面,waimian,名,outside Zu to rent,bên ngoài,translated_subagent_draft,,1;2,订一张机票;您有房子出租，是吗,2,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:消息:xidoxi,boya-elementary-ii,初级起步篇 II,消息,xidoxi,名,message,tin nhắn; tin tức,translated_subagent_draft,,2;14,您有房子出租，是吗;实现理想,14,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:外卖:waimai,boya-elementary-ii,初级起步篇 II,外卖,waimai,名,take-out food,đồ ăn giao tận nơi,translated_subagent_draft,,1;10,订一张机票;你的旅行怎么样,10,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:像:xiang,boya-elementary-ii,初级起步篇 II,像,xiang,动,to resemble; to be like,giống như,translated_subagent_draft,,1;4,订一张机票;我在中国生活,4,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:相片:xiangpian,boya-elementary-ii,初级起步篇 II,相片,xiangpian,名,photograph,ảnh; bức ảnh,translated_subagent_draft,,1;10,订一张机票;你的旅行怎么样,10,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:响:xidng,boya-elementary-ii,初级起步篇 II,响,xidng,动,to ring; to make a sound,reo; vang,translated_subagent_draft,,1;8,订一张机票;一场篮球比赛,8,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:土豆:tudou,boya-elementary-ii,初级起步篇 II,土豆,tǔdòu,名,potato,khoai tây,translated_subagent_draft,,1;11,订一张机票;做一个家常菜,11,194,词语总表,appendix_canonical_repaired_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。；拼音 OCR 修为 tǔdòu
boya-elementary-ii:箱子:xiangzi,boya-elementary-ii,初级起步篇 II,箱子,xiangzi,名,box,thùng; hộp lớn,translated_subagent_draft,,2;12,您有房子出租，是吗;搬进学校的宿舍,12,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:图书馆:tushuguan,boya-elementary-ii,初级起步篇 II,图书馆,túshūguǎn,名,hbrary,thư viện,translated_subagent_draft,,2;15,您有房子出租，是吗;我喜欢的咖啡厅,15,194,词语总表,appendix_canonical_repaired_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。；拼音 OCR 修为 túshūguǎn
boya-elementary-ii:相关:xiangguan,boya-elementary-ii,初级起步篇 II,相关,xiangguan,动,to be in related,liên quan,translated_subagent_draft,,2;14,您有房子出租，是吗;实现理想,14,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:头发:toufa,boya-elementary-ii,初级起步篇 II,头发,toufa,名,hair,tóc,translated_subagent_draft,,1;3,订一张机票;我丢了一个钱包,3,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:羡慕:xianmu,boya-elementary-ii,初级起步篇 II,羡慕,xianmu,动,to envy; to admire,ngưỡng mộ; ghen tị,translated_subagent_draft,,2;17,您有房子出租，是吗;我的假期,17,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:头等舱:toudengcang,boya-elementary-ii,初级起步篇 II,头等舱,toudengcang,,,khoang hạng nhất,translated_subagent_draft,,1,订一张机票,1,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:先生:xiansheng,boya-elementary-ii,初级起步篇 II,先生,xiansheng,名,Mr.,ông; ngài,translated_subagent_draft,,1;2,订一张机票;您有房子出租，是吗,2,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:痛快:tongkuai,boya-elementary-ii,初级起步篇 II,痛快,tòngkuài,形,to one's heart content; to one's great satisfaction,sảng khoái; thỏa thích,translated_subagent_draft,,2;17,您有房子出租，是吗;我的假期,17,194,词语总表,appendix_canonical_repaired_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。；拼音 OCR 修为 tòngkuài
boya-elementary-ii:先:xian,boya-elementary-ii,初级起步篇 II,先,xian,,first,trước; trước hết,translated_subagent_draft,,1;3,订一张机票;我丢了一个钱包,3,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:同时:tongshi,boya-elementary-ii,初级起步篇 II,同时,tongshi,名,at the same time,đồng thời,translated_subagent_draft,,2;18,您有房子出租，是吗;去打工,18,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:下来:xidlai,boya-elementary-ii,初级起步篇 II,下来,xid lai,,to come down,đi xuống; xuống,translated_subagent_draft,,1;9,订一张机票;糟糕的一天,9,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:通知:tongzhi,boya-elementary-ii,初级起步篇 II,通知,tongzhi,名,notice,thông báo,translated_subagent_draft,,1;6,订一张机票;参加学校社团,6,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:系:xi,boya-elementary-ii,初级起步篇 II,系,xi,名,department; faculty,khoa; bộ môn,translated_subagent_draft,,1;8,订一张机票;一场篮球比赛,8,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:听写:tingxie,boya-elementary-ii,初级起步篇 II,听写,tingxie,动,to dictate,nghe viết,translated_subagent_draft,,1;9,订一张机票;糟糕的一天,9,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:洗衣机:xiyij,boya-elementary-ii,初级起步篇 II,洗衣机,xiyij,名,washing machine,máy giặt,translated_subagent_draft,,1;2,订一张机票;您有房子出租，是吗,2,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:听说:tingshua,boya-elementary-ii,初级起步篇 II,听说,tingshua,动,to hear of,nghe nói,translated_subagent_draft,,1;6,订一张机票;参加学校社团,6,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:洗:xy,boya-elementary-ii,初级起步篇 II,洗,xY,动,to wash,rửa; giặt,translated_subagent_draft,,1;11,订一张机票;做一个家常菜,11,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:听见:tingjian,boya-elementary-ii,初级起步篇 II,听见,ting jian,,to hear,nghe thấy,translated_subagent_draft,,1;8,订一张机票;一场篮球比赛,8,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:习惯:xiguan,boya-elementary-ii,初级起步篇 II,习惯,xiguan,动,to be accustomed to; to be used to,quen; thói quen,translated_subagent_draft,,2;15,您有房子出租，是吗;我喜欢的咖啡厅,15,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:贴:tie,boya-elementary-ii,初级起步篇 II,贴,tie,动,to paste,dán,translated_subagent_draft,,1;6,订一张机票;参加学校社团,6,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:希望:xiwang,boya-elementary-ii,初级起步篇 II,希望,xiwang,动,to hope,hy vọng; mong,translated_subagent_draft,,2;13,您有房子出租，是吗;我叫“不紧张”,13,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:条件:tidolian,boya-elementary-ii,初级起步篇 II,条件,tidolian,名,condition,điều kiện,translated_subagent_draft,,2;12,您有房子出租，是吗;搬进学校的宿舍,12,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:西红柿:xihongshi,boya-elementary-ii,初级起步篇 II,西红柿,xihongshi,名,tomato,cà chua,translated_subagent_draft,,1;5,订一张机票;在饭馆儿点菜,5,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:甜:tian,boya-elementary-ii,初级起步篇 II,甜,tian,,sweet,ngọt,translated_subagent_draft,,1;7,订一张机票;去动物园,7,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:西边:xibian,boya-elementary-ii,初级起步篇 II,西边,xibian,名,west,phía tây,translated_subagent_draft,,2;12,您有房子出租，是吗;搬进学校的宿舍,12,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:提:ti,boya-elementary-ii,初级起步篇 II,提,tí,动,to mention; to bring up,nhắc đến; xách,translated_subagent_draft,,1;8,订一张机票;一场篮球比赛,8,194,词语总表,appendix_canonical_repaired_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。；补回附录缺失拼音 tí
boya-elementary-ii:套:tao,boya-elementary-ii,初级起步篇 II,套,tao,量,a set of,bộ; căn (lượng từ nhà hoặc căn hộ),translated_subagent_draft,,1;2,订一张机票;您有房子出租，是吗,2,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:讨论:tdolin,boya-elementary-ii,初级起步篇 II,讨论,tdolin,动,to discuss,thảo luận,translated_subagent_draft,,2;16,您有房子出租，是吗;母校聚会,16,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:无:wi,boya-elementary-ii,初级起步篇 II,无,Wi,动,to not have,không có; vô,translated_subagent_draft,,2;15,您有房子出租，是吗;我喜欢的咖啡厅,15,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:趟:tang,boya-elementary-ii,初级起步篇 II,趟,tang,,measure word （for one round trip）,chuyến (lượng từ lượt đi-về),translated_subagent_draft,,1;7,订一张机票;去动物园,7,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:味道:weidao,boya-elementary-ii,初级起步篇 II,味道,weidao,名,flavor; taste,mùi vị; hương vị,translated_subagent_draft,,2;15,您有房子出租，是吗;我喜欢的咖啡厅,15,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:糖:tang,boya-elementary-ii,初级起步篇 II,糖,tang,名,sugar,đường,translated_subagent_draft,,2;15,您有房子出租，是吗;我喜欢的咖啡厅,15,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:卫生间:weishengjian,boya-elementary-ii,初级起步篇 II,卫生间,weishengjian,名,toilet,nhà vệ sinh,translated_subagent_draft,,1;2,订一张机票;您有房子出租，是吗,2,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:为了:weile,boya-elementary-ii,初级起步篇 II,为了,weile,介,In order to,để; vì mục đích,translated_subagent_draft,,1;6,订一张机票;参加学校社团,6,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:往:wding,boya-elementary-ii,初级起步篇 II,往,wding,介,towards,hướng về; về phía,translated_subagent_draft,,1;7,订一张机票;去动物园,7,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:蒜:suan,boya-elementary-ii,初级起步篇 II,蒜,suan,名,garlic,tỏi,translated_subagent_draft,,1;11,订一张机票;做一个家常菜,11,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:网上:wdingshang,boya-elementary-ii,初级起步篇 II,网上,wdingshang,名,on the internet,trên mạng,translated_subagent_draft,,1;2,订一张机票;您有房子出租，是吗,2,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:酸:suan,boya-elementary-ii,初级起步篇 II,酸,suan,形,InOs,chua,translated_subagent_draft,,1;11,订一张机票;做一个家常菜,11,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:忘:wang,boya-elementary-ii,初级起步篇 II,忘,wang,动,to forget,quên,translated_subagent_draft,,1;9,订一张机票;糟糕的一天,9,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:送:song,boya-elementary-ii,初级起步篇 II,送,song,动,to see sb.off,tiễn; tặng,translated_subagent_draft,,1,订一张机票,1,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:碗:wan,boya-elementary-ii,初级起步篇 II,碗,wan,名,bowl,bát,translated_subagent_draft,,1;5,订一张机票;在饭馆儿点菜,5,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:丝:si,boya-elementary-ii,初级起步篇 II,丝,Si,名,narrow pleces,sợi; sợi nhỏ (lượng từ),translated_subagent_draft,,1;11,订一张机票;做一个家常菜,11,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:晚点:wandidn,boya-elementary-ii,初级起步篇 II,晚点,wandidn,,"to be late, to be behind schedule",trễ giờ; chậm chuyến,translated_subagent_draft,,1,订一张机票,1,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:顺利:shunli,boya-elementary-ii,初级起步篇 II,顺利,shunli,形,smooth; successful,thuận lợi,translated_subagent_draft,,1;8,订一张机票;一场篮球比赛,8,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:完全:wanquan,boya-elementary-ii,初级起步篇 II,完全,wanquan,,completely; fully,hoàn toàn,translated_subagent_draft,,2;16,您有房子出租，是吗;母校聚会,16,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:睡懒觉:shuilaniiao,boya-elementary-ii,初级起步篇 II,睡懒觉,shui laniiao,,to lie in,ngủ nướng,translated_subagent_draft,,1;7,订一张机票;去动物园,7,194,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:校园:xidoyuan,boya-elementary-ii,初级起步篇 II,校园,xidoyuan,名,campus,khuôn viên trường,translated_subagent_draft,,2;16,您有房子出租，是吗;母校聚会,16,195,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:阴:yin,boya-elementary-ii,初级起步篇 II,阴,yin,形,cloudy; overcast,âm u; nhiều mây,translated_subagent_draft,,1,订一张机票,1,195,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:笑:xido,boya-elementary-ii,初级起步篇 II,笑,xido,动,to smile; to laugh,cười,translated_subagent_draft,,1;10,订一张机票;你的旅行怎么样,10,195,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:赢:ying,boya-elementary-ii,初级起步篇 II,赢,ying,动,to win,thắng,translated_subagent_draft,,1;8,订一张机票;一场篮球比赛,8,195,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:熊猫:xiongmao,boya-elementary-ii,初级起步篇 II,熊猫,xiongmao,名,panda,gấu trúc,translated_subagent_draft,,1;7,订一张机票;去动物园,7,195,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:影响:yingxiang,boya-elementary-ii,初级起步篇 II,影响,yingxiang,动,to influence,ảnh hưởng,translated_subagent_draft,,2;18,您有房子出租，是吗;去打工,18,195,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:新鲜:xinxian,boya-elementary-ii,初级起步篇 II,新鲜,xinxian,形,fresh peel,tươi; mới,translated_subagent_draft,,1;11,订一张机票;做一个家常菜,11,195,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:优点:youdian,boya-elementary-ii,初级起步篇 II,优点,youdian,名,advantage,ưu điểm,translated_subagent_draft,,2;18,您有房子出租，是吗;去打工,18,195,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:信息:xinxi,boya-elementary-ii,初级起步篇 II,信息,xinxi,名,information; news,thông tin,translated_subagent_draft,,2;14,您有房子出租，是吗;实现理想,14,195,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:油:you,boya-elementary-ii,初级起步篇 II,油,yOu,名,T!O,dầu ăn,translated_subagent_draft,,1;11,订一张机票;做一个家常菜,11,195,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:信心:xinxin,boya-elementary-ii,初级起步篇 II,信心,xinxin,名,confidence,niềm tin; sự tự tin,translated_subagent_draft,,2;18,您有房子出租，是吗;去打工,18,195,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:有空儿:youkongr,boya-elementary-ii,初级起步篇 II,有空儿,you kongr,,to be free of time,rảnh,translated_subagent_draft,,2;16,您有房子出租，是吗;母校聚会,16,195,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:醒:xing,boya-elementary-ii,初级起步篇 II,醒,xing,动,"to wake, to be awake",tỉnh; thức,translated_subagent_draft,,1;8,订一张机票;一场篮球比赛,8,195,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:右:you,boya-elementary-ii,初级起步篇 II,右,you,名,right,bên phải,translated_subagent_draft,,1;10,订一张机票;你的旅行怎么样,10,195,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
