record_type,record_id,meaning_vi,meaning_vi_status
vocabulary,boya-elementary-ii:山东:shanding,Sơn Đông,translated_subagent_draft
vocabulary,boya-elementary-ii:上海:shanghai,Thượng Hải,translated_subagent_draft
vocabulary,boya-elementary-ii:海南:hdinan,Hải Nam,translated_subagent_draft
vocabulary,boya-elementary-ii:十一:shiyi,ngày 1 tháng 10 (Quốc khánh Trung Quốc),translated_subagent_draft
vocabulary,boya-elementary-ii:四川:sichuan,Tứ Xuyên,translated_subagent_draft
vocabulary,boya-elementary-ii:加拿大:jianada,Canada,translated_subagent_draft
vocabulary,boya-elementary-ii:泰山:taishan,núi Thái Sơn,translated_subagent_draft
vocabulary,boya-elementary-ii:孔子:kongzi,Khổng Tử,translated_subagent_draft
vocabulary,boya-elementary-ii:唐人街:tangrenjie,phố người Hoa,translated_subagent_draft
vocabulary,boya-elementary-ii:青岛:qingddo,Thanh Đảo,translated_subagent_draft
vocabulary,boya-elementary-ii:西安:xian,Tây An,translated_subagent_draft
grammar,boya-elementary-i:lesson-01:audit-grammar-001,Dấu thanh đặt trên nguyên âm chính của vần; ưu tiên a o e rồi mới đến i u ü.,translated_subagent_draft
grammar,boya-elementary-i:lesson-01:audit-grammar-002,Âm nhẹ đọc ngắn và nhẹ; trong pinyin không ghi dấu thanh.,translated_subagent_draft
grammar,boya-elementary-i:lesson-01:audit-grammar-003,Sau j q x âm ü vẫn đọc là ü nhưng viết thành u và bỏ hai chấm.,translated_subagent_draft
grammar,boya-elementary-i:lesson-01:audit-grammar-004,Khi i mang dấu thanh thì bỏ chấm trên i để tránh hai dấu.,translated_subagent_draft
grammar,boya-elementary-i:lesson-02:audit-grammar-001,Phân biệt âm ghép và âm mũi qua cách phát âm; chú ý phần vần và âm cuối.,translated_subagent_draft
grammar,boya-elementary-i:lesson-02:audit-grammar-002,Khi ghi pinyin hãy đặt dấu thanh theo thứ tự ưu tiên a o e i u ü.,translated_subagent_draft
grammar,boya-elementary-i:lesson-02:audit-grammar-003,Nếu u và i cùng có trong một vần thì dấu thanh đặt trên nguyên âm đứng sau.,translated_subagent_draft
grammar,boya-elementary-i:lesson-03:audit-grammar-001,Âm er gắn sau danh từ và hòa vào vần trước; khi viết thường chỉ thêm r. Cách này có thể gợi sắc thái nhỏ hoặc thân mật.,translated_subagent_draft
grammar,boya-elementary-i:lesson-03:audit-grammar-002,Khi vần bắt đầu bằng i mà không có phụ âm đầu thì dùng y để viết như yi hoặc yao.,translated_subagent_draft
grammar,boya-elementary-i:lesson-03:audit-grammar-003,Khi ü hoặc u đứng đầu vần không có phụ âm đầu thì viết yu hoặc wu cùng các dạng liên quan.,translated_subagent_draft
grammar,boya-elementary-i:lesson-03:audit-grammar-004,Hai thanh ba liền nhau thường đổi thanh ba thứ nhất thành thanh hai khi đọc.,translated_subagent_draft
grammar,boya-elementary-i:lesson-03:audit-grammar-005,Bù đổi thành thanh hai trước âm tiết thanh bốn; các trường hợp khác thường giữ thanh bốn.,translated_subagent_draft
grammar,boya-elementary-i:lesson-03:audit-grammar-006,Yī đổi thanh theo âm tiết sau; trước thanh bốn đọc thanh hai và trước thanh một hai ba thường đọc thanh bốn.,translated_subagent_draft
grammar,boya-elementary-i:lesson-04:audit-grammar-001,Dùng 叫 sau chủ ngữ để nói tên của mình hoặc hỏi tên người khác.,translated_subagent_draft
grammar,boya-elementary-i:lesson-04:audit-grammar-002,Dùng 姓 trước họ để giới thiệu hoặc hỏi họ; chỉ dùng cho họ chứ không dùng cho tên đầy đủ.,translated_subagent_draft
grammar,boya-elementary-i:lesson-04:audit-grammar-003,Dùng 是 nối chủ ngữ với thân phận quốc tịch hoặc nghề nghiệp.,translated_subagent_draft
grammar,boya-elementary-i:lesson-04:audit-grammar-004,Thêm 吗 cuối câu trần thuật để tạo câu hỏi có hoặc không.,translated_subagent_draft
grammar,boya-elementary-i:lesson-04:audit-grammar-005,Dùng 不是 để phủ định; có thể thêm 是 sau đó để sửa hoặc nêu thông tin đúng.,translated_subagent_draft
grammar,boya-elementary-i:lesson-04:audit-grammar-006,Dùng 什么 để hỏi sự vật thông tin hoặc tên chưa biết.,translated_subagent_draft
grammar,boya-elementary-i:lesson-05:audit-grammar-001,也 nghĩa là cũng; dùng để thêm một điểm giống với thông tin vừa nêu.,translated_subagent_draft
grammar,boya-elementary-i:lesson-05:audit-grammar-002,Rất đứng trước tính từ để miêu tả mức độ; trong câu khẳng định thường làm câu tự nhiên hơn.,translated_subagent_draft
grammar,boya-elementary-i:lesson-05:audit-grammar-003,呢 đặt sau chủ đề hoặc câu hỏi để hỏi tiếp hay chuyển câu hỏi sang người khác.,translated_subagent_draft
grammar,boya-elementary-i:lesson-05:audit-grammar-004,的 nối người hoặc sự vật sở hữu với danh từ phía sau; tương đương của hoặc thuộc về.,translated_subagent_draft
grammar,boya-elementary-i:lesson-05:audit-grammar-005,是 dùng để xác định; 也是 nghĩa là cũng là và bổ sung một thân phận hay quan hệ nữa.,translated_subagent_draft
grammar,boya-elementary-i:lesson-05:audit-grammar-006,Dùng 哪 hoặc 哪个 để hỏi lựa chọn trong một nhóm như nước nào hoặc trường nào.,translated_subagent_draft
grammar,boya-elementary-i:lesson-05:audit-grammar-007,们 đặt sau danh từ chỉ người để chỉ số nhiều; không dùng khi đã có số từ hay từ chỉ số nhiều khác.,translated_subagent_draft
grammar,boya-elementary-i:lesson-06:audit-grammar-001,Dùng 这 hoặc 那 kết hợp 是 什么 hay 谁 để hỏi đây kia là vật gì hoặc người nào.,translated_subagent_draft
grammar,boya-elementary-i:lesson-06:audit-grammar-002,Dùng 这或那是谁的… để hỏi đồ vật thuộc về ai.,translated_subagent_draft
grammar,boya-elementary-i:lesson-06:audit-grammar-003,的 đánh dấu quan hệ sở hữu hoặc bổ nghĩa; tính từ chỉ thuộc tính quen thuộc thường có thể không cần 的.,translated_subagent_draft
grammar,boya-elementary-i:lesson-06:audit-grammar-004,Dùng 我来介绍一下… để chủ động mở đầu việc giới thiệu người hoặc sự vật.,translated_subagent_draft
grammar,boya-elementary-i:lesson-06:audit-grammar-005,是字句 dùng để xác định danh từ; tính từ cũng có thể trực tiếp làm vị ngữ để miêu tả.,translated_subagent_draft
grammar,boya-elementary-i:lesson-07:audit-grammar-001,在加 địa điểm diễn tả ở hoặc sống tại một nơi; dùng với động từ như 住 hoặc 有.,translated_subagent_draft
grammar,boya-elementary-i:lesson-07:audit-grammar-002,Dùng 在哪儿 sau chủ ngữ để hỏi người hoặc vật ở đâu.,translated_subagent_draft
grammar,boya-elementary-i:lesson-07:audit-grammar-003,的 kết hợp từ chỉ vị trí tạo cụm như 我的旁边; với nơi chốn quen thuộc đôi khi có thể lược 的.,translated_subagent_draft
grammar,boya-elementary-i:lesson-07:audit-grammar-004,就 đứng trước động từ để nhấn mạnh sự khẳng định hoặc sự việc xảy ra đúng như vậy.,translated_subagent_draft
grammar,boya-elementary-i:lesson-07:audit-grammar-005,Dùng 欢迎加 来或去 và địa điểm để mời ai đến một nơi.,translated_subagent_draft
grammar,boya-elementary-i:lesson-07:audit-grammar-006,吗 ở cuối câu biến câu kể thành câu hỏi đúng sai.,translated_subagent_draft
grammar,boya-elementary-i:lesson-08:audit-grammar-001,Từ chỉ thời gian thường đứng trước động từ để nói hành động diễn ra khi nào.,translated_subagent_draft
grammar,boya-elementary-i:lesson-08:audit-grammar-002,Dùng 有 hoặc 没有 trước thời gian lớp học hay việc để nói có hoặc không có.,translated_subagent_draft
grammar,boya-elementary-i:lesson-08:audit-grammar-003,Dùng 几点 hoặc 多少点 để hỏi giờ; 点半 一刻 và 差 dùng để nói các mốc giờ cụ thể.,translated_subagent_draft
grammar,boya-elementary-i:lesson-08:audit-grammar-004,吧 ở cuối câu làm lời đề nghị hoặc lời mời nhẹ nhàng.,translated_subagent_draft
grammar,boya-elementary-i:lesson-08:audit-grammar-005,一起 đặt trước động từ để nói cùng làm một việc.,translated_subagent_draft
grammar,boya-elementary-i:lesson-08:audit-grammar-006,Dùng 两 thay cho 二 trước lượng từ khi nói hai đơn vị.,translated_subagent_draft
grammar,boya-elementary-i:lesson-09:audit-grammar-001,Dùng 怎么 trước động từ để hỏi cách làm hoặc phương thức.,translated_subagent_draft
grammar,boya-elementary-i:lesson-09:audit-grammar-002,Đặt phương tiện trước động từ phù hợp để nói cách di chuyển như 骑自行车 hoặc 坐车.,translated_subagent_draft
grammar,boya-elementary-i:lesson-09:audit-grammar-003,Từ…到… chỉ điểm bắt đầu và điểm kết thúc của hành trình hay phạm vi.,translated_subagent_draft
grammar,boya-elementary-i:lesson-09:audit-grammar-004,Hai động từ nối tiếp nhau để nói đi đến đâu rồi làm gì; địa điểm đứng sau động từ đi.,translated_subagent_draft
grammar,boya-elementary-i:lesson-09:audit-grammar-005,吧 ở cuối câu dùng để đưa ra đề nghị một cách thân thiện.,translated_subagent_draft
grammar,boya-elementary-i:lesson-09:audit-grammar-006,这样吧 dùng để mở đầu một phương án hay đề xuất sau khi bàn bạc.,translated_subagent_draft
grammar,boya-elementary-i:lesson-09:audit-grammar-007,给 đứng trước người nhận rồi đến vật; dùng để nói đưa gửi hay giao thứ gì cho ai.,translated_subagent_draft
grammar,boya-elementary-i:lesson-09:audit-grammar-008,Động từ lặp với 一下儿 làm hành động ngắn nhẹ và lịch sự hơn.,translated_subagent_draft
grammar,boya-elementary-i:lesson-09:audit-grammar-009,和 nối các danh từ có vai trò ngang hàng như người hoặc sự vật.,translated_subagent_draft
grammar,boya-elementary-i:lesson-10:audit-grammar-001,Dùng 多少钱 hoặc 怎么卖 để hỏi giá và cách bán hàng.,translated_subagent_draft
grammar,boya-elementary-i:lesson-10:audit-grammar-002,要 trước danh từ nghĩa là muốn lấy; trước động từ nghĩa là muốn hoặc cần làm.,translated_subagent_draft
grammar,boya-elementary-i:lesson-10:audit-grammar-003,几 dùng cho số lượng ít và thường đi với lượng từ; 多少 hỏi số lượng không xác định.,translated_subagent_draft
grammar,boya-elementary-i:lesson-10:audit-grammar-004,Số từ đứng trước lượng từ rồi đến danh từ để đếm sự vật.,translated_subagent_draft
grammar,boya-elementary-i:lesson-10:audit-grammar-005,Dùng 两 trước lượng từ để chỉ hai đơn vị.,translated_subagent_draft
grammar,boya-elementary-i:lesson-10:audit-grammar-006,再 đứng trước động từ để yêu cầu hoặc nói làm thêm một lần hay thêm một món.,translated_subagent_draft
grammar,boya-elementary-i:lesson-10:audit-grammar-007,一共 dùng trước tổng số tiền hoặc tổng lượng để hỏi hay nêu tổng cộng.,translated_subagent_draft
grammar,boya-elementary-i:lesson-10:audit-grammar-008,Dùng 怎么付钱 để hỏi cách thanh toán.,translated_subagent_draft
grammar,boya-elementary-i:lesson-10:audit-grammar-009,在加 địa điểm đặt trước 卖 để nói nơi bán một mặt hàng.,translated_subagent_draft
grammar,boya-elementary-i:lesson-11:audit-grammar-001,Dùng …怎么样 để hỏi tình trạng đánh giá hoặc ý kiến về người việc hay sự vật.,translated_subagent_draft
grammar,boya-elementary-i:lesson-11:audit-grammar-002,Tính từ có thể trực tiếp làm vị ngữ để miêu tả như thời tiết đẹp.,translated_subagent_draft
grammar,boya-elementary-i:lesson-11:audit-grammar-003,太加 tính từ加了 diễn tả mức độ rất cao và thường kèm cảm xúc.,translated_subagent_draft
grammar,boya-elementary-i:lesson-11:audit-grammar-004,不太 đặt trước tính từ để nói mức độ không lắm hay không quá.,translated_subagent_draft
grammar,boya-elementary-i:lesson-11:audit-grammar-005,也 常 最 đứng trước tính từ lần lượt diễn tả cũng thường hoặc nhất.,translated_subagent_draft
grammar,boya-elementary-i:lesson-11:audit-grammar-006,Dùng 天气预报说加 mệnh đề để thuật lại nội dung dự báo thời tiết.,translated_subagent_draft
grammar,boya-elementary-i:lesson-12:audit-grammar-001,正在加 động từ加呢 diễn tả hành động đang diễn ra ngay lúc nói.,translated_subagent_draft
grammar,boya-elementary-i:lesson-12:audit-grammar-002,在加 địa điểm加 động từ cho biết hành động đang xảy ra ở đâu.,translated_subagent_draft
grammar,boya-elementary-i:lesson-12:audit-grammar-003,Từ…到… chỉ thời điểm hay khoảng thời gian bắt đầu và kết thúc.,translated_subagent_draft
grammar,boya-elementary-i:lesson-12:audit-grammar-004,每加 đơn vị thời gian và 都 diễn tả mọi thời điểm đều có cùng thói quen hoặc tình trạng.,translated_subagent_draft
grammar,boya-elementary-i:lesson-12:audit-grammar-005,Dùng 什么时候 trước động từ để hỏi khi nào làm việc đó.,translated_subagent_draft
grammar,boya-elementary-i:lesson-12:audit-grammar-006,一会儿 chỉ một khoảng thời gian ngắn hoặc một lát.,translated_subagent_draft
grammar,boya-elementary-i:lesson-12:audit-grammar-007,下个 đứng trước từ thời gian để chỉ kỳ kế tiếp như tuần sau hoặc tháng sau.,translated_subagent_draft
grammar,boya-elementary-i:lesson-13:audit-grammar-001,打算加 động từ diễn tả dự định hoặc kế hoạch sắp làm.,translated_subagent_draft
grammar,boya-elementary-i:lesson-13:audit-grammar-002,什么样的 hoặc 什么颜色的 dùng để hỏi loại hay màu; 的 có thể thay cho danh từ đã rõ.,translated_subagent_draft
grammar,boya-elementary-i:lesson-13:audit-grammar-003,有点儿 đứng trước tính từ thường diễn tả mức độ hơi và hay có sắc thái không vừa ý.,translated_subagent_draft
grammar,boya-elementary-i:lesson-13:audit-grammar-004,Tính từ加一点儿 dùng để yêu cầu hay nói mức độ thêm một chút.,translated_subagent_draft
grammar,boya-elementary-i:lesson-13:audit-grammar-005,有没有加 danh từ hoặc dạng A不A dùng để hỏi có hay không hoặc có tính chất đó không.,translated_subagent_draft
grammar,boya-elementary-i:lesson-13:audit-grammar-006,挺 đứng trước tính từ nghĩa là khá hoặc rất trong khẩu ngữ.,translated_subagent_draft
grammar,boya-elementary-i:lesson-13:audit-grammar-007,要是 mở đầu điều kiện giả định; vế sau nêu kết quả hoặc cách xử lý.,translated_subagent_draft
grammar,boya-elementary-i:lesson-13:audit-grammar-008,每 đứng trước lượng từ để chỉ từng đơn vị trong một nhóm.,translated_subagent_draft
grammar,boya-elementary-i:lesson-14:audit-grammar-001,祝加 người加 lời chúc dùng để gửi lời chúc đến ai.,translated_subagent_draft
grammar,boya-elementary-i:lesson-14:audit-grammar-002,打算怎么加 động từ dùng để hỏi dự định làm việc gì bằng cách nào.,translated_subagent_draft
grammar,boya-elementary-i:lesson-14:audit-grammar-003,先…然后… sắp xếp thứ tự hành động: làm việc đầu tiên rồi đến việc tiếp theo.,translated_subagent_draft
grammar,boya-elementary-i:lesson-14:audit-grammar-004,给加 người加打电话 nghĩa là gọi điện cho ai.,translated_subagent_draft
grammar,boya-elementary-i:lesson-14:audit-grammar-005,在加 địa điểm加对面 diễn tả vị trí đối diện với một nơi.,translated_subagent_draft
grammar,boya-elementary-i:lesson-14:audit-grammar-006,送给加 người dùng để nói tặng một món quà cho ai.,translated_subagent_draft
grammar,boya-elementary-i:lesson-14:audit-grammar-007,为加 người加准备 diễn tả chuẩn bị điều gì vì hoặc cho ai.,translated_subagent_draft
grammar,boya-elementary-i:lesson-14:audit-grammar-008,多加 động từ加一点儿 nghĩa là làm thêm một chút hoặc làm nhiều hơn một chút.,translated_subagent_draft
grammar,boya-elementary-i:lesson-14:audit-grammar-009,听你的 nghĩa là làm theo ý hoặc lời khuyên của bạn.,translated_subagent_draft
grammar,boya-elementary-i:lesson-15:audit-grammar-001,可以 và 能 trước động từ đều nói khả năng hay sự cho phép; 能 thường nhấn vào khả năng thực tế.,translated_subagent_draft
grammar,boya-elementary-i:lesson-15:audit-grammar-002,Lặp động từ như 试试 hoặc 看看 để đề nghị thử làm nhẹ nhàng.,translated_subagent_draft
grammar,boya-elementary-i:lesson-15:audit-grammar-003,只有 dùng để giới hạn: chỉ có người hoặc vật đó.,translated_subagent_draft
grammar,boya-elementary-i:lesson-15:audit-grammar-004,再 đặt trước động từ để nói làm lại hoặc làm thêm sau đó.,translated_subagent_draft
grammar,boya-elementary-i:lesson-15:audit-grammar-005,别的 dùng như danh từ để chỉ cái khác hoặc người khác.,translated_subagent_draft
grammar,boya-elementary-i:lesson-15:audit-grammar-006,Dạng A不A lặp tính từ hay động từ để hỏi đúng sai hoặc có không.,translated_subagent_draft
grammar,boya-elementary-i:lesson-15:audit-grammar-007,一定 đứng trước động từ hoặc tính từ để nhấn mạnh chắc chắn hay nhất định.,translated_subagent_draft
grammar,boya-elementary-i:lesson-15:audit-grammar-008,Dùng 为什么 để hỏi nguyên nhân hoặc lý do.,translated_subagent_draft
grammar,boya-elementary-i:lesson-15:audit-grammar-009,Dùng 去加 địa điểm加 động từ để nói đi đâu nhằm làm gì.,translated_subagent_draft
grammar,boya-elementary-i:lesson-15:audit-grammar-010,就 có thể nhấn mạnh kết quả đã đến hoặc thời điểm sớm.,translated_subagent_draft
grammar,boya-elementary-i:lesson-16:audit-grammar-001,离 đứng trước địa điểm rồi dùng 近 hoặc 远 để nói khoảng cách.,translated_subagent_draft
grammar,boya-elementary-i:lesson-16:audit-grammar-002,啦 ở cuối câu tạo giọng liệt kê thân mật và báo hiệu còn điều tương tự.,translated_subagent_draft
grammar,boya-elementary-i:lesson-16:audit-grammar-003,都 đứng trước vị ngữ để nói tất cả người hay vật trong phạm vi đều như vậy.,translated_subagent_draft
grammar,boya-elementary-i:lesson-16:audit-grammar-004,不是…吗 dùng để xác nhận điều người nói nghĩ là đúng hoặc hỏi với sắc thái nhắc lại.,translated_subagent_draft
grammar,boya-elementary-i:lesson-16:audit-grammar-005,来加 số lượng加 món ăn dùng khi gọi thêm món tại quán.,translated_subagent_draft
grammar,boya-elementary-i:lesson-16:audit-grammar-006,有 dùng để nói tồn tại hay có người và vật.,translated_subagent_draft
grammar,boya-elementary-i:lesson-16:audit-grammar-007,几位 dùng để hỏi số người theo cách lịch sự; 位 là lượng từ kính trọng cho người.,translated_subagent_draft
grammar,boya-elementary-i:lesson-16:audit-grammar-008,什么 đặt trước danh từ để hỏi loại món đồ hay thông tin nào.,translated_subagent_draft
grammar,boya-elementary-i:lesson-17:audit-grammar-001,Dùng 是 A 还是 B để hỏi người nghe chọn một trong hai khả năng.,translated_subagent_draft
grammar,boya-elementary-i:lesson-17:audit-grammar-002,会加 động từ nói biết hoặc có khả năng học được; 会不会 dùng để hỏi có biết làm không.,translated_subagent_draft
grammar,boya-elementary-i:lesson-17:audit-grammar-003,Dùng 怎么走 để hỏi đường đi hoặc cách đi đến nơi nào.,translated_subagent_draft
grammar,boya-elementary-i:lesson-17:audit-grammar-004,从加 địa điểm加往加 hướng dẫn đường từ một nơi theo một hướng.,translated_subagent_draft
grammar,boya-elementary-i:lesson-17:audit-grammar-005,看起来加 tính từ diễn tả ấn tượng hay nhận xét dựa trên vẻ bề ngoài.,translated_subagent_draft
grammar,boya-elementary-i:lesson-17:audit-grammar-006,就 都 可以 kết hợp để nhấn mạnh lựa chọn kết quả hoặc khả năng được phép.,translated_subagent_draft
grammar,boya-elementary-i:lesson-18:audit-grammar-001,一般 và 都 cùng dùng để nói điều thường xảy ra hoặc thói quen chung.,translated_subagent_draft
grammar,boya-elementary-i:lesson-18:audit-grammar-002,Không cộng động từ có thể làm chủ ngữ để nói việc không làm một điều gì.,translated_subagent_draft
grammar,boya-elementary-i:lesson-18:audit-grammar-003,对加 đối tượng加不好 diễn tả cách đối xử hay thái độ không tốt với ai hoặc cái gì.,translated_subagent_draft
grammar,boya-elementary-i:lesson-18:audit-grammar-004,得加 động từ diễn tả sự cần thiết: phải làm việc đó.,translated_subagent_draft
grammar,boya-elementary-i:lesson-18:audit-grammar-005,就 và 才 đối chiếu thời điểm; 就 thường sớm còn 才 thường muộn hoặc nhấn mạnh điều kiện.,translated_subagent_draft
grammar,boya-elementary-i:lesson-18:audit-grammar-006,以前 và 以后 đặt sau hoặc trước mốc thời gian để nói trước hoặc sau mốc đó.,translated_subagent_draft
grammar,boya-elementary-i:lesson-18:audit-grammar-007,差不多 nghĩa là gần như; 已经 là đã; 还 là vẫn hoặc còn tùy ngữ cảnh.,translated_subagent_draft
grammar,boya-elementary-i:lesson-18:audit-grammar-008,Dùng 多长时间 để hỏi thời lượng kéo dài bao lâu.,translated_subagent_draft
grammar,boya-elementary-i:lesson-18:audit-grammar-009,有的…有的… dùng để nêu các nhóm khác nhau với đặc điểm hay hành động khác nhau.,translated_subagent_draft
grammar,boya-elementary-i:lesson-19:audit-grammar-001,了 sau động từ đánh dấu hành động đã hoàn thành.,translated_subagent_draft
grammar,boya-elementary-i:lesson-19:audit-grammar-002,了 ở cuối câu báo một tình trạng mới hoặc sự thay đổi đã xảy ra.,translated_subagent_draft
grammar,boya-elementary-i:lesson-19:audit-grammar-003,又加 động từ加了 nói một hành động hoặc tình huống lại xảy ra.,translated_subagent_draft
grammar,boya-elementary-i:lesson-19:audit-grammar-004,Thời lượng cộng 了 cho biết một tình trạng hay hành động đã kéo dài bao lâu.,translated_subagent_draft
grammar,boya-elementary-i:lesson-19:audit-grammar-005,让加 người加 động từ nghĩa là bảo cho phép hoặc khiến ai làm việc gì tùy ngữ cảnh.,translated_subagent_draft
grammar,boya-elementary-i:lesson-19:audit-grammar-006,会 trước động từ diễn tả biết làm hoặc khả năng trong tương lai.,translated_subagent_draft
grammar,boya-elementary-i:lesson-19:audit-grammar-007,一定 trước động từ nhấn mạnh ý định hay kết quả chắc chắn.,translated_subagent_draft
grammar,boya-elementary-i:lesson-20:audit-grammar-001,想加 động từ diễn tả mong muốn hoặc dự định làm một việc.,translated_subagent_draft
grammar,boya-elementary-i:lesson-20:audit-grammar-002,可以吗 dùng để xin phép hoặc hỏi một đề nghị có được không.,translated_subagent_draft
grammar,boya-elementary-i:lesson-20:audit-grammar-003,Dùng 哪儿 cộng tính từ hoặc 不舒服 để hỏi chỗ nào có đặc điểm hay bị khó chịu.,translated_subagent_draft
grammar,boya-elementary-i:lesson-20:audit-grammar-004,好像 cộng mệnh đề diễn tả phỏng đoán dựa trên cảm nhận chứ chưa chắc chắn.,translated_subagent_draft
grammar,boya-elementary-i:lesson-20:audit-grammar-005,如果…的话 nêu điều kiện; vế sau thường nêu việc sẽ làm khi điều kiện đó xảy ra.,translated_subagent_draft
grammar,boya-elementary-i:lesson-20:audit-grammar-006,还加 能 nói vẫn còn khả năng làm việc gì.,translated_subagent_draft
grammar,boya-elementary-i:lesson-20:audit-grammar-007,最好加 động từ dùng để khuyên lựa chọn tốt nhất.,translated_subagent_draft
grammar,boya-elementary-i:lesson-20:audit-grammar-008,跟加 người加一起加 động từ diễn tả cùng ai làm một việc.,translated_subagent_draft
grammar,boya-elementary-i:lesson-20:audit-grammar-009,Câu liên động dùng nhiều động từ nối tiếp để biểu thị các bước hay mục đích của một hành động.,translated_subagent_draft
grammar,boya-elementary-i:lesson-20:audit-grammar-010,了 báo hoàn thành hoặc thay đổi; chọn vị trí theo nghĩa của câu.,translated_subagent_draft
grammar,boya-elementary-i:lesson-21:audit-grammar-001,每加 lượng từ加 danh từ chỉ mỗi đơn vị hay mỗi lần của một nhóm.,translated_subagent_draft
grammar,boya-elementary-i:lesson-21:audit-grammar-002,要加 động từ diễn tả dự định cần hoặc sắp làm.,translated_subagent_draft
grammar,boya-elementary-i:lesson-21:audit-grammar-003,Dùng 多长时间 để hỏi việc gì kéo dài trong bao lâu.,translated_subagent_draft
grammar,boya-elementary-i:lesson-21:audit-grammar-004,这么 đứng trước tính từ để nhấn mạnh mức độ như thế này hoặc quá như vậy.,translated_subagent_draft
grammar,boya-elementary-i:lesson-21:audit-grammar-005,对…来说 nêu góc nhìn: đối với người hay phương diện nào đó.,translated_subagent_draft
grammar,boya-elementary-i:lesson-21:audit-grammar-006,一定 đứng trước tính từ để khẳng định mức độ hay nhận định rất chắc chắn.,translated_subagent_draft
grammar,boya-elementary-i:lesson-21:audit-grammar-007,怎么办 dùng để hỏi nên xử lý một tình huống thế nào.,translated_subagent_draft
grammar,boya-elementary-i:lesson-21:audit-grammar-008,因为…所以… nối nguyên nhân với kết quả.,translated_subagent_draft
grammar,boya-elementary-i:lesson-21:audit-grammar-009,提前 cộng thời lượng nghĩa là làm sớm hơn thời điểm dự kiến từng ấy thời gian.,translated_subagent_draft
grammar,boya-elementary-i:lesson-21:audit-grammar-010,就 nhấn mạnh kết quả xảy ra sớm nhanh hoặc ngay sau điều kiện.,translated_subagent_draft
grammar,boya-elementary-i:lesson-21:audit-grammar-011,还是 dùng để nêu lựa chọn còn lại hoặc đề nghị lựa chọn phù hợp hơn.,translated_subagent_draft
grammar,boya-elementary-i:lesson-21:audit-grammar-012,了 cho biết hành động đã xong hoặc tình trạng đã đổi.,translated_subagent_draft
grammar,boya-elementary-i:lesson-22:audit-grammar-001,Động từ cộng 了 rồi đến tân ngữ cho biết việc với tân ngữ đó đã hoàn thành.,translated_subagent_draft
grammar,boya-elementary-i:lesson-22:audit-grammar-002,别 đứng trước động từ để bảo người khác đừng làm.,translated_subagent_draft
grammar,boya-elementary-i:lesson-22:audit-grammar-003,什么加 danh từ trong câu phản vấn bày tỏ phủ định mạnh hay trách móc.,translated_subagent_draft
grammar,boya-elementary-i:lesson-22:audit-grammar-004,快加 động từ加了 nói việc sắp xảy ra; động từ cộng 死了 có thể nhấn mạnh mức độ cực độ.,translated_subagent_draft
grammar,boya-elementary-i:lesson-22:audit-grammar-005,Động từ cộng 了…就… cho biết làm xong việc trước thì lập tức làm hoặc có kết quả sau.,translated_subagent_draft
grammar,boya-elementary-i:lesson-22:audit-grammar-006,哪儿有… là câu phản vấn để nhấn mạnh thực ra không có điều đó.,translated_subagent_draft
grammar,boya-elementary-i:lesson-22:audit-grammar-007,这么 cộng tính từ nhấn mạnh mức độ như thế này hoặc quá như vậy.,translated_subagent_draft
grammar,boya-elementary-i:lesson-22:audit-grammar-008,…以前 đặt sau hành động hay thời gian để nói trước khi việc đó xảy ra.,translated_subagent_draft
grammar,boya-elementary-i:lesson-22:audit-grammar-009,吧 và 呀 ở cuối câu làm giọng nói mềm hơn; dùng cho đề nghị cảm thán hoặc thúc giục tùy ngữ cảnh.,translated_subagent_draft
grammar,boya-elementary-i:lesson-23:audit-grammar-001,快要加 động từ加了 diễn tả một việc sắp xảy ra.,translated_subagent_draft
grammar,boya-elementary-i:lesson-23:audit-grammar-002,得加 động từ nhấn mạnh nghĩa bắt buộc phải làm.,translated_subagent_draft
grammar,boya-elementary-i:lesson-23:audit-grammar-003,对加 đối tượng加感兴趣 nghĩa là quan tâm hoặc hứng thú với người hay việc gì.,translated_subagent_draft
grammar,boya-elementary-i:lesson-23:audit-grammar-004,打算加 động từ dùng để nói kế hoạch hay dự định.,translated_subagent_draft
grammar,boya-elementary-i:lesson-23:audit-grammar-005,Thời lượng đặt trước 待 cho biết ở lại một nơi trong bao lâu.,translated_subagent_draft
grammar,boya-elementary-i:lesson-23:audit-grammar-006,Tính từ cộng 极了 nhấn mạnh mức độ rất cao.,translated_subagent_draft
grammar,boya-elementary-i:lesson-23:audit-grammar-007,还没加 động từ nghĩa là vẫn chưa làm hoặc việc đó chưa xảy ra.,translated_subagent_draft
grammar,boya-elementary-i:lesson-23:audit-grammar-008,可能…也可能… nêu hai khả năng đều có thể xảy ra.,translated_subagent_draft
grammar,boya-elementary-i:lesson-24:audit-grammar-001,Động từ加得加 tính từ đánh giá mức độ hay kết quả thực hiện hành động.,translated_subagent_draft
grammar,boya-elementary-i:lesson-24:audit-grammar-002,Dùng động từ加得怎么样 để hỏi mức độ hay chất lượng thực hiện.,translated_subagent_draft
grammar,boya-elementary-i:lesson-24:audit-grammar-003,的 biến cụm bổ nghĩa thành danh từ; 都 nói mọi người hoặc mọi thứ thuộc nhóm đó.,translated_subagent_draft
